,target,age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
11764,>50K,46,Private,123053,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,Japan
11765,<=50K,23,Private,330571,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States
11766,<=50K,44,Private,204235,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11767,<=50K,38,State-gov,346766,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11768,<=50K,35,,257250,9,Never-married,,Own-child,White,Male,0,0,40,United-States
11769,<=50K,25,Private,163396,10,Never-married,Tech-support,Not-in-family,Other,Female,0,0,40,United-States
11770,<=50K,78,,135839,9,Widowed,,Not-in-family,White,Female,1086,0,20,United-States
11771,<=50K,18,Private,36251,6,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States
11772,<=50K,40,Private,149102,9,Married-spouse-absent,Handlers-cleaners,Not-in-family,White,Male,2174,0,60,Poland
11773,<=50K,61,,222395,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
11774,<=50K,31,State-gov,29152,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
11775,<=50K,33,Private,79303,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States
11776,<=50K,35,Private,272338,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
11777,>50K,55,State-gov,200497,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
11778,<=50K,19,Private,148392,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States
11779,<=50K,31,Private,164243,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,40,United-States
11780,>50K,43,State-gov,129298,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
11781,>50K,49,Local-gov,174981,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,47,United-States
11782,>50K,48,Local-gov,328610,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
11783,<=50K,27,Private,77774,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,34,United-States
11784,>50K,38,State-gov,134069,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,60,United-States
11785,>50K,35,Private,209214,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,4386,0,35,United-States
11786,<=50K,29,Private,153805,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador
11787,<=50K,27,Private,168827,13,Never-married,Sales,Own-child,White,Male,0,0,2,United-States
11788,<=50K,31,Private,373432,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States
11789,<=50K,26,Private,57600,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11790,<=50K,53,Self-emp-not-inc,302847,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States
11791,<=50K,23,Private,227594,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States
11792,<=50K,32,Federal-gov,44777,9,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,46,United-States
11793,<=50K,54,,133963,9,Widowed,,Own-child,White,Female,0,0,40,United-States
11794,<=50K,36,Private,279615,13,Divorced,Sales,Own-child,White,Female,0,0,40,United-States
11795,<=50K,22,Private,276133,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States
11796,<=50K,62,Private,136314,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11797,>50K,41,Private,204410,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,44,United-States
11798,>50K,59,Self-emp-inc,223215,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States
11799,>50K,43,Private,184625,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11800,>50K,34,Self-emp-inc,265917,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
11801,<=50K,27,Private,158647,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
11802,<=50K,35,Private,22055,10,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,60,United-States
11803,<=50K,41,Local-gov,176716,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
11804,<=50K,42,Private,270721,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States
11805,<=50K,24,Private,100321,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,48,United-States
11806,<=50K,35,Private,79050,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,72,United-States
11807,>50K,40,Local-gov,42703,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11808,<=50K,46,Private,116952,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,45,United-States
11809,>50K,45,Private,331643,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11810,<=50K,33,Private,207937,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1092,40,United-States
11811,<=50K,68,Private,223486,9,Widowed,Other-service,Unmarried,White,Female,0,0,7,England
11812,<=50K,33,Private,340332,13,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,45,United-States
11813,<=50K,23,Private,184813,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States
11814,>50K,42,Self-emp-not-inc,32185,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
11815,>50K,30,Private,197886,10,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States
11816,<=50K,35,State-gov,248374,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
11817,<=50K,40,Private,382499,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States
11818,<=50K,36,State-gov,108320,14,Divorced,Prof-specialty,Unmarried,White,Male,5455,0,30,United-States
11819,<=50K,46,Self-emp-inc,161386,5,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,United-States
11820,<=50K,49,Local-gov,110172,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11821,<=50K,41,Private,144032,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
11822,<=50K,26,Private,224426,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,38,United-States
11823,<=50K,37,Private,230408,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States
11824,>50K,50,Local-gov,20795,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
11825,<=50K,20,Private,174714,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States
11826,>50K,59,State-gov,398626,16,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,45,United-States
11827,<=50K,30,Private,149531,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
11828,<=50K,23,Private,34113,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
11829,>50K,44,Local-gov,323790,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
11830,<=50K,28,Private,331381,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
11831,>50K,48,Private,160647,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,Ireland
11832,<=50K,34,Private,339142,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States
11833,<=50K,58,Private,164857,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,99,United-States
11834,<=50K,33,Local-gov,267859,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
11835,<=50K,38,Private,167725,13,Married-spouse-absent,Transport-moving,Not-in-family,Other,Male,0,0,84,India
11836,>50K,49,Federal-gov,586657,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
11837,<=50K,67,Self-emp-not-inc,105907,2,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States
11838,<=50K,23,Private,200677,6,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
11839,>50K,42,Private,193882,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11840,<=50K,54,Private,138026,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11841,>50K,49,Private,122385,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
11842,>50K,35,Private,49020,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
11843,<=50K,26,Private,283715,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
11844,<=50K,31,Private,286406,9,Never-married,Exec-managerial,Not-in-family,White,Male,3325,0,40,United-States
11845,<=50K,36,Private,166416,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
11846,<=50K,25,Private,156334,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
11847,>50K,35,Local-gov,45607,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
11848,<=50K,40,Local-gov,112362,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11849,<=50K,52,Private,200419,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
11850,>50K,42,State-gov,341638,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11851,<=50K,25,,34161,8,Separated,,Unmarried,White,Female,0,0,30,United-States
11852,>50K,50,Self-emp-not-inc,127151,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,Canada
11853,>50K,52,Private,321959,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States
11854,<=50K,51,Local-gov,35211,14,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
11855,<=50K,19,Private,214935,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
11856,>50K,43,Private,132130,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
11857,>50K,57,Private,222247,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11858,<=50K,35,Private,165799,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States
11859,<=50K,30,Private,257874,13,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States
11860,<=50K,38,Private,357173,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11861,<=50K,45,State-gov,305739,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
11862,<=50K,23,Private,172047,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
11863,<=50K,22,Private,110677,10,Separated,Other-service,Own-child,White,Female,0,0,40,United-States
11864,<=50K,21,,405684,9,Never-married,,Other-relative,White,Male,0,0,35,Mexico
11865,<=50K,60,Private,82388,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States
11866,>50K,45,Private,289230,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,48,United-States
11867,<=50K,26,Private,101812,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,United-States
11868,<=50K,49,State-gov,336509,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
11869,<=50K,29,Private,383402,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States
11870,>50K,47,Private,328216,10,Married-civ-spouse,Tech-support,Husband,White,Male,7298,0,40,United-States
11871,<=50K,40,Private,280362,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States
11872,<=50K,34,Private,212064,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States
11873,<=50K,42,Private,173704,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11874,<=50K,33,Private,433375,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico
11875,<=50K,63,Self-emp-not-inc,106551,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11876,<=50K,53,Private,22418,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11877,>50K,38,Private,54816,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11878,>50K,44,Private,358199,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
11879,<=50K,43,Private,190044,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11880,<=50K,26,Private,97698,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,32,United-States
11881,<=50K,56,Private,53366,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11882,<=50K,39,Private,236136,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
11883,<=50K,44,Private,326232,4,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,48,United-States
11884,>50K,34,Private,581071,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States
11885,<=50K,40,Private,220589,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
11886,<=50K,38,Federal-gov,161463,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States
11887,<=50K,44,Private,95255,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11888,<=50K,34,Federal-gov,223267,10,Divorced,Protective-serv,Own-child,White,Male,0,0,72,United-States
11889,<=50K,22,Private,236769,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,England
11890,>50K,58,Self-emp-inc,229498,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States
11891,<=50K,43,Private,177083,10,Divorced,Tech-support,Unmarried,White,Female,0,0,30,United-States
11892,<=50K,23,Private,287681,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Columbia
11893,<=50K,41,Private,49797,10,Separated,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States
11894,<=50K,44,Private,174051,10,Never-married,Other-service,Not-in-family,White,Male,0,0,35,United-States
11895,<=50K,32,Private,194901,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
11896,>50K,38,Local-gov,252250,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States
11897,>50K,47,Private,191277,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
11898,<=50K,24,Private,174907,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States
11899,<=50K,39,Private,167140,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
11900,<=50K,32,Private,236543,8,Divorced,Protective-serv,Own-child,White,Male,0,0,54,Mexico
11901,<=50K,40,Private,214242,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
11902,<=50K,34,Private,216864,9,Divorced,Other-service,Unmarried,White,Female,0,3770,45,United-States
11903,<=50K,34,Private,245211,9,Never-married,Craft-repair,Unmarried,White,Male,2036,0,30,United-States
11904,>50K,57,Private,437727,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States
11905,<=50K,71,Private,200418,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11906,>50K,45,Local-gov,167334,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States
11907,<=50K,54,Private,146834,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States
11908,<=50K,26,Private,78424,11,Never-married,Sales,Unmarried,White,Female,0,0,54,United-States
11909,>50K,37,Private,182675,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
11910,<=50K,28,Self-emp-not-inc,38079,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States
11911,<=50K,42,Private,115178,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,15,United-States
11912,<=50K,45,Private,195949,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11913,<=50K,37,Private,167415,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
11914,<=50K,57,Private,223214,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
11915,<=50K,39,Private,22245,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States
11916,>50K,45,State-gov,81853,10,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,United-States
11917,<=50K,30,Private,147921,11,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,46,United-States
11918,>50K,27,Private,29261,9,Married-AF-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11919,>50K,44,Private,257758,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11920,>50K,44,State-gov,136546,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States
11921,>50K,38,Private,205493,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States
11922,<=50K,19,Private,71650,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States
11923,<=50K,39,Private,150217,10,Divorced,Sales,Not-in-family,White,Female,0,0,38,United-States
11924,<=50K,55,Self-emp-inc,258648,6,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
11925,<=50K,17,Private,114798,6,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States
11926,<=50K,43,Private,186188,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11927,<=50K,36,Local-gov,175255,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States
11928,<=50K,45,Private,249935,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
11929,>50K,44,Private,120277,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States
11930,>50K,26,Private,193165,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States
11931,>50K,32,Private,185027,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,Ireland
11932,<=50K,21,Private,221418,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
11933,<=50K,43,Federal-gov,56063,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
11934,<=50K,34,Private,153927,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11935,<=50K,33,State-gov,163110,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States
11936,<=50K,40,Self-emp-inc,175696,9,Never-married,Sales,Not-in-family,White,Male,0,0,51,United-States
11937,<=50K,46,Private,143189,3,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic
11938,<=50K,20,,114969,9,Never-married,,Own-child,White,Male,0,0,40,United-States
11939,<=50K,54,State-gov,32778,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
11940,<=50K,23,Private,150683,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
11941,<=50K,58,Self-emp-inc,78104,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
11942,<=50K,25,Private,335005,10,Married-civ-spouse,Protective-serv,Husband,White,Male,3137,0,40,United-States
11943,>50K,50,Local-gov,311551,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
11944,<=50K,42,Self-emp-not-inc,201520,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States
11945,<=50K,25,Private,124111,9,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States
11946,<=50K,60,Private,166386,7,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,30,Hong
11947,<=50K,43,State-gov,117471,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
11948,<=50K,25,Private,361307,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
11949,<=50K,31,Private,142038,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States
11950,<=50K,35,Private,276552,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
11951,<=50K,48,Private,50402,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States
11952,>50K,43,Self-emp-not-inc,174090,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States
11953,<=50K,27,Private,277760,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
11954,<=50K,24,Private,24243,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1590,40,United-States
11955,>50K,44,Self-emp-inc,151089,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,70,United-States
11956,<=50K,52,Self-emp-not-inc,165278,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States
11957,>50K,49,Private,182752,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11958,<=50K,31,Private,173002,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
11959,<=50K,59,Private,261232,7,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
11960,<=50K,27,Private,164607,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
11961,>50K,38,Self-emp-not-inc,129573,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
11962,>50K,51,Federal-gov,36186,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
11963,<=50K,24,Private,325744,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
11964,>50K,58,Self-emp-inc,329793,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
11965,<=50K,46,Private,133616,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11966,<=50K,55,Private,83401,3,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
11967,<=50K,76,Private,239880,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States
11968,<=50K,25,Private,201737,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11969,>50K,51,Private,192182,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States
11970,<=50K,33,Private,143540,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
11971,<=50K,46,Private,28334,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11972,<=50K,51,Private,245873,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
11973,<=50K,42,Local-gov,199095,11,Widowed,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States
11974,>50K,53,Private,104461,13,Never-married,Other-service,Not-in-family,White,Male,8614,0,50,Italy
11975,>50K,33,Local-gov,183923,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States
11976,>50K,30,Private,129707,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,35,United-States
11977,<=50K,41,Local-gov,575442,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
11978,<=50K,42,State-gov,184682,12,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States
11979,>50K,34,Private,69251,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States
11980,<=50K,31,Private,225507,11,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States
11981,>50K,46,Private,167515,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States
11982,<=50K,35,Private,407068,2,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,40,Guatemala
11983,<=50K,40,Private,170019,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,
11984,>50K,46,Local-gov,125892,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
11985,>50K,43,Local-gov,35824,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States
11986,<=50K,35,Private,67083,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China
11987,<=50K,23,Private,107801,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States
11988,<=50K,50,Self-emp-not-inc,95577,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,12,
11989,<=50K,43,Private,118536,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States
11990,>50K,61,Private,198078,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
11991,<=50K,29,Private,78261,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,United-States
11992,<=50K,21,Private,234108,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
11993,<=50K,36,Local-gov,241998,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1672,50,United-States
11994,<=50K,40,Private,92717,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
11995,<=50K,23,Private,257683,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States
11996,<=50K,90,Private,40388,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States
11997,<=50K,24,Private,55424,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
11998,<=50K,20,Private,169600,10,Never-married,Prof-specialty,Own-child,White,Female,2176,0,12,United-States
11999,>50K,40,Local-gov,319271,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
12000,<=50K,37,Self-emp-not-inc,75050,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
12001,<=50K,31,Private,182896,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States
12002,<=50K,22,Private,188274,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States
12003,<=50K,25,Private,211497,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
12004,>50K,46,Private,113806,8,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,
12005,>50K,47,Local-gov,172246,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
12006,<=50K,48,Local-gov,219962,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
12007,<=50K,36,,186815,14,Married-civ-spouse,,Husband,White,Male,0,0,50,United-States
12008,<=50K,26,,132749,13,Never-married,,Not-in-family,White,Female,0,0,80,United-States
12009,<=50K,28,Private,209801,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
12010,<=50K,20,State-gov,178517,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
12011,<=50K,51,Private,169364,10,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,40,Ireland
12012,>50K,32,Federal-gov,164707,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
12013,<=50K,55,Private,144084,6,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
12014,<=50K,41,Local-gov,133692,13,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States
12015,>50K,46,Private,184169,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,35,United-States
12016,>50K,45,Self-emp-inc,145290,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
12017,<=50K,65,Local-gov,24824,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
12018,>50K,45,Private,178319,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
12019,<=50K,22,Private,235829,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
12020,<=50K,22,,196280,10,Never-married,,Own-child,White,Female,0,0,20,United-States
12021,>50K,42,Self-emp-not-inc,54202,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
